词:的 人	词频:923
词:表示 悲叹	词频:2
词:他们 互相	词频:2
词:互相 写道	词频:2
词:无与伦比 的	词频:2
词:天才 牛顿	词频:2
词:牛顿 先生	词频:2
词:先生 竟然	词频:2
词:竟然 失去	词频:2
词:失去 理智	词频:2
词:变得 糊涂	词频:2
词:这 岂	词频:2
词:令人 伤感	词频:2
词:这 两位	词频:2
词:两位 著名	词频:2
词:的 人土	词频:2
词:一封 接	词频:2
词:接 一封	词频:2
词:一封 的	词频:2
词:在 幸灾乐祸	词频:2
词:幸灾乐祸 同时	词频:2
词:同时 掉	词频:2
词:掉 下	词频:2
词:下 几滴	词频:2
词:几滴 鳄鱼泪	词频:2
词:鳄鱼泪 来	词频:2
词:他们 所假心	词频:2
词:所假心 假意	词频:2
词:假意 为	词频:2
词:哀叹 的	词频:2
词:是 牛顿	词频:2
词:少数 古怪	词频:2
词:古怪 行为	词频:2
词:一些 谣言	词频:2
词:所有 特点	词频:2
词:特点 中	词频:2
词:最 不幸	词频:2
词:不仅 忌妒	词频:2
词:忌妒 者	词频:2
词:者 希望	词频:2
词:希望 别人	词频:2
词:别人 不幸	词频:2
词:受 惩罚	词频:2
词:就 会付	词频:2
词:会付 之	词频:2
词:之 行动	词频:2
词:也 因	词频:2
词:因 忌妒	词频:2
词:忌妒 而	词频:2
词:引出 快乐	词频:2
词:而是 从	词频:2
词:引出 痛苦	词频:2
词:只要 能力	词频:2
词:能力 允许	词频:2
词:设法 剥夺	词频:2
词:剥夺 别人	词频:2
词:仿佛 这样	词频:2
词:这样 干	词频:2
词:干 就	词频:2
词:得到 这些	词频:2
词:这些 优点	词频:2
词:情感 任其	词频:2
词:任其 泛滥	词频:2
词:任何 美德	词频:2
词:特殊 技巧	词频:2
词:运用 造成	词频:2
词:造成 致命	词频:2
词:医生 应该	词频:2
词:应该 坐	词频:2
词:坐 汽车	词频:2
词:汽车 去	词频:2
词:而 工人	词频:2
词:工人 只能	词频:2
词:只能 走路	词频:2
词:走路 上班	词频:2
词:为什么 科学	词频:2
词:科学 研究者	词频:2
词:研究者 可以	词频:2
词:一间 温暖	词频:2
词:里 度过	词频:2
词:度过 他	词频:2
词:别人 都	词频:2
词:得 面对	词频:2
词:面对 大自然	词频:2
词:的 狂风暴雨	词频:2
词:重大 价值	词频:2
词:的 非凡	词频:2
词:可以 免去	词频:2
词:免去 他	词频:2
词:他 日常	词频:2
词:日常 繁杂	词频:2
词:繁杂 的	词频:2
词:的 家务劳动	词频:2
词:忌妒 缄口不语	词频:2
词:人性 中有	词频:2
词:中有 一种	词频:2
词:一种 补偿性	词频:2
词:补偿性 的	词频:2
词:即 羡慕	词频:2
词:想 增进	词频:2
词:增进 自己	词频:2
词:必须 增加	词频:2
词:增加 羡慕	词频:2
词:消除 忌妒	词频:2
词:忌妒 情感	词频:2
词:什么 方法	词频:2
词:可以 治疗	词频:2
词:忌妒 呢	词频:2
词:对于 圣人	词频:2
词:圣人 来说	词频:2
词:药方 就是	词频:2
词:就是 无私	词频:2
词:无私 精神	词频:2
词:尽管 即使	词频:2
词:在 圣人	词频:2
词:其他 圣人	词频:2
词:忌妒 也	词频:2
词:来说 吧	词频:2
词:怀疑 圣西门	词频:2
词:斯 提来	词频:2
词:提来 特	词频:2
词:特 一旦	词频:2
词:一旦 知道	词频:2
词:知道 还有	词频:2
词:一个 圣人	词频:2
词:圣人 能够	词频:2
词:在 一条	词频:2
词:一条 更窄	词频:2
词:更窄 的	词频:2
词:的 不柱	词频:2
词:不柱 上	词频:2
词:上 站	词频:2
词:站 得	词频:2
词:觉得 通体	词频:2
词:通体 畅快	词频:2
词:别去 说	词频:2
词:说 那些	词频:2
词:那些 圣人	词频:2
词:圣人 吧	词频:2
词:的 饮食男女	词频:2
词:饮食男女 来说	词频:2
词:就是 幸福	词频:2
词:但 麻烦	词频:2
词:忌妒 本身	词频:2
词:本身 乃是	词频:2
词:一大 障碍	词频:2
词:此时 遭受	词频:2
词:不幸 极大	词频:2
词:地 刺激	词频:2
词:了 忌妒心	词频:2
词:孩子 发现自己	词频:2
词:发现自己 的	词频:2
词:的 兄姐	词频:2
词:兄姐 比	词频:2
词:自己 更受	词频:2
词:更受 人	词频:2
词:人 喜爱	词频:2
词:便 形成	词频:2
词:一旦 走入	词频:2
词:走入 社会	词频:2
词:作为 牺牲	词频:2
词:牺牲 对象	词频:2
词:公正 现象	词频:2
词:类 现象	词频:2
词:现象 一	词频:2
词:一 发生	词频:2
词:就 立即	词频:2
词:立即 觉察	词频:2
词:会 想像出	词频:2
词:存在 来	词频:2
词:被 朋友	词频:2
词:们 所民弃	词频:2
词:可能 时刻	词频:2
词:时刻 提醒	词频:2
词:提醒 自己	词频:2
词:以免 做出	词频:2
词:做出 那种	词频:2
词:那种 被	词频:2
词:被 假想	词频:2
词:微小 过失	词频:2
词:过失 来	词频:2
词:后来 他	词频:2
词:行为 证实	词频:2
词:孩子 虽	词频:2
词:父母 却	词频:2
词:却 得不到	词频:2
词:得不到 父母	词频:2
词:的 疼爱	词频:2
词:导致 相同	词频:2
词:家里 虽然	词频:2
词:虽然 没有	词频:2
词:受到 过分	词频:2
词:过分 庞爱	词频:2
词:庞爱 的	词频:2
词:小孩 比起	词频:2
词:这会 引起	词频:2
词:他 忌恨	词频:2
词:忌恨 别的	词频:2
词:仇恨 自己	词频:2
词:了 依	词频:2
词:依 希玛	词频:2
词:希玛 利	词频:2
词:几种 幸福	词频:2
词:是 八八	词频:2
词:八八 天生	词频:2
词:这些 幸福	词频:2
词:都 必然	词频:2
词:必然 变得	词频:2
词:变得 乖戾	词频:2
词:乖戾 暴躁	词频:2
词:但是 忌妒	词频:2
词:我 幸福	词频:2
词:良方 有	词频:2
词:只要 我	词频:2
词:我 继续	词频:2
词:继续 有	词频:2
词:有 忌妒心	词频:2
词:你们 却	词频:2
词:却 告诉	词频:2
词:幸福 之前	词频:2
词:不会 抛弃	词频:2
词:抛弃 忌妒心	词频:2
词:但是 现实生活	词频:2
词:现实生活 永远	词频:2
词:如此 强	词频:2
词:的 逻辑性	词频:2
词:仅仅 认识	词频:2
词:某人 自身	词频:2
词:在 治疗	词频:2
词:上 迈进	词频:2
词:了 一大步	词频:2
词:比较 性	词频:2
词:性 思维习惯	词频:2
词:思维习惯 是	词频:2
词:一个 致命	词频:2
词:当 任何	词频:2
词:去 尽情	词频:2
词:不要 停下来	词频:2
词:停下来 想	词频:2
词:别人 可能	词频:2
词:会 碰到	词频:2
词:事情 比较	词频:2
词:不怎么 叫	词频:2
词:人 快乐	词频:2
词:天气 多么	词频:2
词:多么 灿烂	词频:2
词:鸟儿 在	词频:2
词:在 尽	词频:2
词:情地 歌唱	词频:2
词:鲜花 在	词频:2
词:在 烂漫	词频:2
词:烂漫 地	词频:2
词:地 盛开	词频:2
词:西西里 的	词频:2
词:的 春天	词频:2
词:春天 更要	词频:2
词:更要 美丽	词频:2
词:美丽 一千倍	词频:2
词:赫利孔 丛林中	词频:2
词:丛林中 的	词频:2
词:的 鸟儿	词频:2
词:鸟儿 歌唱	词频:2
词:歌唱 得	词频:2
词:更 清脆	词频:2
词:清脆 动听	词频:2
词:沙伦 的	词频:2
词:玫瑰 比	词频:2
词:比 我家	词频:2
词:我家 花城	词频:2
词:花城 的	词频:2
词:玫瑰 盛开	词频:2
词:盛开 得	词频:2
词:更 鲜艳	词频:2
词:鲜艳 妩媚	词频:2
词:经他 这么	词频:2
词:这么 一想	词频:2
词:阳光 失去	词频:2
词:了 光芒	词频:2
词:鸟儿 的	词频:2
词:的 歌声	词频:2
词:歌声 变成	词频:2
词:了 无聊	词频:2
词:的 嘈杂	词频:2
词:鲜花 似乎	词频:2
词:不 值得一看	词频:2
词:中 其他	词频:2
词:快乐 他	词频:2
词:采取 同样	词频:2
词:他会 自言自语	词频:2
词:姑娘 是	词频:2
词:是 可爱	词频:2
词:我 爱	词频:2
词:也 爱	词频:2
词:但是 希巴	词频:2
词:女王 一定	词频:2
词:一定 可爱	词频:2
词:可爱 美丽	词频:2
词:美丽 得	词频:2
词:有 所罗门	词频:2
词:所罗门 工	词频:2
词:工 那样	词频:2
词:机会 该	词频:2
词:该 多	词频:2
词:好 呀	词频:2
词:这些 比较	词频:2
词:比较 都	词频:2
词:愚蠢 之极	词频:2
词:把 希巴	词频:2
词:女王 还是	词频:2
词:还是 隔壁邻居	词频:2
词:隔壁邻居 当作	词频:2
词:对于 聪明人	词频:2
词:聪明人 来说	词频:2
词:绝不会 因为	词频:2
词:别人 拥有	词频:2
词:停止 享受	词频:2
词:自己 已有	词频:2
词:它 永远	词频:2
词:永远 看不见	词频:2
词:看不见 事物	词频:2
词:只 看见	词频:2
词:看见 事物	词频:2
词:我 打个比方	词频:2
词:打个比方 吧	词频:2
词:我 挣	词频:2
词:工资 已经	词频:2
词:足够 我	词频:2
词:我 花费	词频:2
词:应该 满足	词频:2
词:但 这时	词频:2
词:这时 我	词频:2
词:我 又	词频:2
词:又 听说	词频:2
词:某个 一点	词频:2
词:不 比	词频:2
词:我 高明	词频:2
词:工资 却是	词频:2
词:却是 我	词频:2
词:的 两倍	词频:2
词:一个 忌妒	词频:2
词:满足感 便	词频:2
词:便 消失	词频:2
词:我 深深地	词频:2
词:深深地 陷入	词频:2
词:公正 感	词频:2
词:感 之中	词频:2
词:治疗 这	词频:2
词:有效 办法	词频:2
词:心理 修养	词频:2
词:即使 自己	词频:2
词:想 无益	词频:2
词:比 幸福	词频:2
词:值得 忌妒	词频:2
词:我 能治好	词频:2
词:能治好 自己	词频:2
词:从而 变得	词频:2
词:被 别人	词频:2
词:别人 忌妒	词频:2
词:那个 挣	词频:2
词:工资 比	词频:2
词:我 高	词频:2
词:高 两倍	词频:2
词:被 同样	词频:2
词:心思 困扰	词频:2
词:因为 另	词频:2
词:人 反过来	词频:2
词:反过来 比	词频:2
词:工资 还	词频:2
词:还 多两倍	词频:2
词:情况 可以	词频:2
词:无限 递进	词频:2
词:渴望 荣耀	词频:2
词:忌妒 拿破仑	词频:2
词:但 拿破仑	词频:2
词:拿破仑 忌妒	词频:2
词:忌妒 凯撒	词频:2
词:凯撒 忌妒	词频:2
词:忌妒 亚历山大	词频:2
词:而 亚历山大	词频:2
词:我敢 说	词频:2
词:忌妒 海克	词频:2
词:后者 根本	词频:2
词:就 不曾	词频:2
词:不曾 存在	词频:2
词:因而 仅仅	词频:2
词:通过 成功	词频:2
词:你 不能	词频:2
词:因为 在历史上	词频:2
词:在历史上 或	词频:2
词:在 传说	词频:2
词:总有 一些	词频:2
词:一些 人比	词频:2
词:人比 你	词频:2
词:你 更为	词频:2
词:通过 享受	词频:2
词:通过 去	词频:2
词:自己 必须	词频:2
词:通过 避免	词频:2
词:避免 将	词频:2
词:与 想像中	词频:2
词:相当 虚假	词频:2
词:自己 更加	词频:2
词:更加 幸运	词频:2
词:人 相	词频:2
词:来 摆脱	词频:2
词:的 谦虚	词频:2
词:谦虚 与	词频:2
词:与 忌妒	词频:2
词:忌妒 有着	词频:2
词:有着 相当	词频:2
词:谦虚 往往	词频:2
词:但是 在我看来	词频:2
词:很 怀疑	词频:2
词:谦虚 在	词频:2
词:其 更为	词频:2
词:上 是否	词频:2
词:是否 仍	词频:2
词:仍 值得	词频:2
词:值得 如此	词频:2
词:需要 一连串	词频:2
词:的 安抚	词频:2
词:安抚 保证	词频:2
词:常常 不敢	词频:2
词:不敢 去	词频:2
词:去 尝试	词频:2
词:尝试 他们	词频:2
词:本来 有	词频:2
词:去 完成	词频:2
词:自己 比不上	词频:2
词:与 自已	词频:2
词:自已 经常	词频:2
词:经常 相处	词频:2
词:他们 容易	词频:2
词:产生 忌妒心	词频:2
词:由 忌妒心	词频:2
词:忌妒心 导致	词频:2
词:导致 不幸	词频:2
词:和 敌意	词频:2
词:抚养 一个	词频:2
词:个 好孩子	词频:2
词:好孩子 非常	词频:2
词:相信 哪一只	词频:2
词:哪一只 孔雀	词频:2
词:孔雀 会	词频:2
词:忌妒 另一只	词频:2
词:另一只 孔雀	词频:2
词:孔雀 的	词频:2
词:因为 每	词频:2
词:羽尾 是	词频:2
词:孔雀 成	词频:2
词:和平 温顺	词频:2
词:温顺 的	词频:2
词:的 鸟类	词频:2
词:如果 一只	词频:2
词:孔雀 被	词频:2
词:高 是	词频:2
词:它 会	词频:2
词:多么 不幸	词频:2
词:不幸 啊	词频:2
词:每当 他	词频:2
词:看见 别的	词频:2
词:别的 孔雀开屏	词频:2
词:孔雀开屏 时	词频:2
词:会 自言自语	词频:2
词:我 可	词频:2
词:可 不能	词频:2
词:想 我	词频:2
词:羽尾 去	词频:2
词:去 它	词频:2
词:这样 想	词频:2
词:是 骄傲自满	词频:2
词:我 多么	词频:2
词:漂亮 些	词频:2
词:只 丑	词频:2
词:丑 鸟大自	词频:2
词:鸟大自 以为	词频:2
词:以为 漂亮	词频:2
词:漂亮 了	词频:2
词:我 扯	词频:2
词:扯 下	词频:2
词:下 它	词频:2
词:它 几把	词频:2
词:几把 羽毛	词频:2
词:羽毛 怎样	词频:2
词:不用 再	词频:2
词:再 害怕	词频:2
词:害怕 与	词频:2
词:它 相比	词频:2
词:相比 了	词频:2
词:或许 他会	词频:2
词:去 没个	词频:2
词:没个 陷饼	词频:2
词:去 证明	词频:2
词:证明 那	词频:2
词:孔雀 行为不端	词频:2
词:邪恶 可恨	词频:2
词:于是 它会	词频:2
词:它会 在	词频:2
词:在 头领	词频:2
词:头领 会议	词频:2
词:上 谴责	词频:2
词:谴责 那	词频:2
词:他会 立下	词频:2
词:立下 这样	词频:2
词:一个 规定	词频:2
词:凡是 羽尾	词频:2
词:羽尾 特别	词频:2
词:特别 漂亮	词频:2
词:孔雀 几乎	词频:2
词:总是 邪恶	词频:2
词:孔雀 王国	词频:2
词:中 那位	词频:2
词:那位 聪明	词频:2
词:聪明 过人	词频:2
词:过人 的	词频:2
词:统治者 就	词频:2
词:会 选出	词频:2
词:选出 那	词频:2
词:只 仅	词频:2
词:有 几根	词频:2
词:几根 秃羽	词频:2
词:秃羽 的	词频:2
词:孔雀 当	词频:2
词:当 头领	词频:2
词:一 规定	词频:2
词:规定 被	词频:2
词:接受 后	词频:2
词:会 处死	词频:2
词:处死 所有	词频:2
词:所有 最	词频:2
词:真正 光彩夺目	词频:2
词:的 尾羽	词频:2
词:尾羽 将会	词频:2
词:将会 变成	词频:2
词:变成 只	词频:2
词:在 腰	词频:2
词:腰 陇	词频:2
词:陇 的	词频:2
词:的 记忆里	词频:2
词:记忆里 才	词频:2
词:才 存在	词频:2
词:忌妒 假冒	词频:2
词:假冒 道德	词频:2
词:道德 获得	词频:2
词:当 每	词频:2
词:同类 更	词频:2
词:漂亮 时	词频:2
词:这种 压抑	词频:2
词:一只 雄	词频:2
词:雄 孔雀	词频:2
词:一 竞争	词频:2
词:中 赢得	词频:2
词:赢得 第一名	词频:2
词:由于 它们	词频:2
词:它们 尊重	词频:2
词:尊重 自己	词频:2
词:的 雌性	词频:2
词:雌性 伴侣	词频:2
词:所以 都	词频:2
词:自己 取得	词频:2
词:好 成绩	词频:2
词:与 竞争	词频:2
词:竞争 紧紧	词频:2
词:紧紧 联系	词频:2
词:认为 毫无希望	词频:2
词:毫无希望 达到	词频:2
词:的 幸运	词频:2
词:幸运 是	词频:2
词:那个 社会	词频:2
词:社会 等级森严	词频:2
词:等级森严 固定	词频:2
词:最下 等	词频:2
词:等 的	词频:2
词:阶层 是	词频:2
词:忌妒 上	词频:2
词:因为 贫富	词频:2
词:的 界限	词频:2
词:界限 被	词频:2
词:由 上帝	词频:2
词:上帝 指定	词频:2
词:乞丐 不会	词频:2
词:忌妒 百万富翁	词频:2
词:的 乞丐	词频:2
词:的 变动不居	词频:2
词:以及 民主	词频:2
词:和 社会主义	词频:2
词:平等 学说	词频:2
词:拓展 了	词频:2
词:更为 公正	词频:2
词:邪恶 必须	词频:2
词:必须 忍受	词频:2
词:当对 不	词频:2
词:平等 进行	词频:2
词:进行 一种	词频:2
词:一种 理性	词频:2
词:思考 时	词频:2
词:除非 它们	词频:2
词:一种 应得	词频:2
词:应得 价值	词频:2
词:否则 便会	词频:2
词:平等 被	词频:2
词:它 消除	词频:2
词:对 由此	词频:2
词:由此 引起	词频:2
词:其他 解决办法	词频:2
词:解决办法 的	词频:2
词:时 K	词频:2
词:K 因此	词频:2
词:一个 忌妒心	词频:2
词:忌妒心 起着	词频:2
词:起着 奇特	词频:2
词:奇特 作用	词频:2
词:穷人 忌妒	词频:2
词:忌妒 富人	词频:2
词:穷国 忌妒	词频:2
词:忌妒 富国	词频:2
词:忌妒 男人	词频:2
词:坚守 贞操	词频:2
词:那些 虽然	词频:2
词:虽然 不	词频:2
词:不 守	词频:2
词:守 贞操	词频:2
词:却 并未	词频:2
词:并未 因此	词频:2
词:因此 遭受	词频:2
词:遭受 惩罚	词频:2
词:忌妒 的确	词频:2
词:不同 阶层	词频:2
词:性别 之间	词频:2
词:之间 公正	词频:2
词:公正 关系	词频:2
词:主要 推动力	词频:2
词:一 同样	词频:2
词:这种 作为	词频:2
词:作为 忌妒	词频:2
词:忌妒 结果	词频:2
词:公正 很	词频:2
词:一种 极坏	词频:2
词:这种 公正	词频:2
词:公正 与其说是	词频:2
词:与其说是 增加	词频:2
词:了 不幸者	词频:2
词:不幸者 的	词频:2
词:毋宁 说	词频:2
词:说 减少	词频:2
词:了 幸运者	词频:2
词:幸运者 的	词频:2
词:着 严重破坏	词频:2
词:严重破坏 作用	词频:2
词:因此 别以为	词频:2
词:别以为 从	词频:2
词:从 忌妒	词频:2
词:忌妒 这样	词频:2
词:邪恶 情感	词频:2
词:什么 好	词频:2
词:那些 出于	词频:2
词:出于 理想主义	词频:2
词:社会制度 中	词频:2
词:实现 深刻	词频:2
词:或 希望	词频:2
词:社会 公正	词频:2
词:公正 得到	词频:2
词:极大 发展	词频:2
词:寻求 其他	词频:2
词:不是 忌妒心	词频:2
词:来 促进	词频:2
词:促进 这些	词频:2
词:这些 变革	词频:2
词:坏 事情	词频:2
词:是 互相联系	词频:2
词:互相联系 的	词频:2
词:成为 另	词频:2
词:一个 的	词频:2
词:疲劳 尤其	词频:2
词:引起 忌妒心	词频:2
词:一个 经常	词频:2
词:经常 的	词频:2
词:自己 要	词频:2
词:的 步	词频:2
词:步 感到	词频:2
词:感到 力不从心	词频:2
词:力不从心 时	词频:2
词:地 便	词频:2
词:的 不满情绪	词频:2
词:情绪 一旦	词频:2
词:一旦 过于	词频:2
词:过于 充分	词频:2
词:便会 以	词频:2
词:工作 较为	词频:2
词:较为 轻松	词频:2
词:形式 出现	词频:2
词:疲劳 乃是	词频:2
词:乃是 减少	词频:2
词:减少 忌妒心	词频:2
词:方法 之一	词频:2
词:但是 最为	词频:2
词:的 贫倩	词频:2
词:贫倩 在于	词频:2
词:寻得 一种	词频:2
词:本能 得到	词频:2
词:许多 看起来	词频:2
词:看起来 是	词频:2
词:职业 上	词频:2
词:忌妒 实际上	词频:2
词:实际上 有	词频:2
词:婚姻 或	词频:2
词:或 子女	词频:2
词:子女 抚养	词频:2
词:抚养 方面	词频:2
词:方面 较为	词频:2
词:较为 幸福	词频:2
词:是 不怎么	词频:2
词:不怎么 会	词频:2
词:更 富裕	词频:2
词:事业 更	词频:2
词:更 成功	词频:2
词:成功 而	词频:2
词:方式 抚养	词频:2
词:就 再	词频:2
词:无 所求	词频:2
词:简单 到	词频:2
词:到 连	词频:2
词:连 那些	词频:2
词:所 缺少	词频:2
词:前面 曾经	词频:2
词:一个 打扮	词频:2
词:都 忌妒	词频:2
词:生活 肯定	词频:2
词:肯定 不会	词频:2
词:不会 幸福	词频:2
词:文明 似乎	词频:2
词:似乎 走上	词频:2
词:走上 了	词频:2
词:了 歧途	词频:2
词:要 减少	词频:2
词:减少 忌妒	词频:2
词:忌妒 心理	词频:2
词:必须 找出	词频:2
词:找出 能	词频:2
词:能 弥补	词频:2
词:弥补 这种	词频:2
词:状况 的	词频:2
词:如果 找	词频:2
词:文明 就	词频:2
词:在 仇恨	词频:2
词:的 泛滥	词频:2
词:泛滥 中	词频:2
词:中 濒临	词频:2
词:濒临 毁灭	词频:2
词:只 忌妒	词频:2
词:忌妒 自己	词频:2
词:对 其他人	词频:2
词:其他人 一无所知	词频:2
词:和 新闻	词频:2
词:新闻 传播	词频:2
词:传播 等	词频:2
词:等 手段	词频:2
词:中 各个	词频:2
词:各个 等级	词频:2
词:等级 的	词频:2
词:尽管 并不一定	词频:2
词:并不一定 认识	词频:2
词:认识 这些	词频:2
词:等级 中	词频:2
词:通过 电影	词频:2
词:他们 了解	词频:2
词:了解 了	词频:2
词:了 富人	词频:2
词:通过 报纸	词频:2
词:了 别的	词频:2
词:别的 的	词频:2
词:和 国家	词频:2
词:种种 不足	词频:2
词:通过 宣传	词频:2
词:他们 得知	词频:2
词:得知 了	词频:2
词:自己 肤色	词频:2
词:肤色 不同	词频:2
词:种族 中	词频:2
词:的 凶残	词频:2
词:凶残 行为	词频:2
词:黄种人 仇视	词频:2
词:仇视 白种人	词频:2
词:白种人 憎恨	词频:2
词:憎恨 黑种人	词频:2
词:一切 仇恨	词频:2
词:仇恨 都	词频:2
词:由 宣传煽动	词频:2
词:宣传煽动 起来	词频:2
词:一种 表面	词频:2
词:为什么 宣传	词频:2
词:宣传 激起	词频:2
词:仇恨 心理	词频:2
词:心理 比	词频:2
词:比 激发	词频:2
词:友善 感情	词频:2
词:感情 更	词频:2
词:易 成功	词频:2
词:因为 现代文明	词频:2
词:现代文明 造就	词频:2
词:灵魂 更	词频:2
词:更 倾向	词频:2
词:于 仇恨	词频:2
词:仇恨 而	词频:2
词:感到 不满	词频:2
词:所以 趋向于	词频:2
词:趋向于 仇恨	词频:2
词:他 常常	词频:2
词:常常 地	词频:2
词:甚或 无意识	词频:2
词:自己 失去	词频:2
词:感到 不是	词频:2
词:而是 别人	词频:2
词:了 大自然	词频:2
词:大自然 给予	词频:2
词:的 欢快	词频:2
词:欢快 幸福	词频:2
词:现在 人	词频:2
词:在生活中 享受	词频:2
词:比 原始社会	词频:2
词:原始社会 时	词频:2
词:时 多得多	词频:2
词:可能 快乐	词频:2
词:你 只要	词频:2
词:只要 带	词频:2
词:带 孩子	词频:2
词:到 动物园	词频:2
词:动物园 去	词频:2
词:发现 类人猿	词频:2
词:眼睛 里	词频:2
词:它们 没有	词频:2
词:表演 体操	词频:2
词:体操 动作	词频:2
词:动作 或是	词频:2
词:或是 嗑	词频:2
词:嗑 坚果	词频:2
词:坚果 时	词频:2
词:会 显出	词频:2
词:显出 一种	词频:2
词:使人 惊讶	词频:2
词:我们 几乎	词频:2
词:可以 想像出	词频:2
词:它们 感到	词频:2
词:感到 它们	词频:2
词:它们 自己	词频:2
词:可是 没有	词频:2
词:发现 成为	词频:2
词:它们 迷失	词频:2
词:迷失 了	词频:2
词:了 方向	词频:2
词:的 堂兄妹	词频:2
词:堂兄妹 们	词频:2
词:们 赶	词频:2
词:赶 了	词频:2
词:了 上来	词频:2
词:被 抛	词频:2
词:抛 在	词频:2
词:了 后面	词频:2
词:怨怒 的	词频:2
词:情绪 似乎	词频:2
词:也 进入	词频:2
词:了 文明	词频:2
词:知道 几乎	词频:2
词:几乎 就	词频:2
词:更为 优越	词频:2
词:知道 到	词频:2
词:到 何处	词频:2
词:何处 去	词频:2
词:或 如何	词频:2
词:他 向	词频:2
词:向 自己	词频:2
词:同伴 发泄	词频:2
词:发泄 怨怒	词频:2
词:但是 同伴	词频:2
词:同伴 和	词频:2
词:一样 感到	词频:2
词:失落 和	词频:2
词:和 不幸	词频:2
词:上 达到	词频:2
词:不是 最后	词频:2
词:最后 一个	词频:2
词:必须 迅速	词频:2
词:迅速 穿越	词频:2
词:穿越 过去	词频:2
词:我们 做	词频:2
词:不到 这	词频:2
词:在 路上	词频:2
词:路上 死去	词频:2
词:在 疑惑	词频:2
词:疑惑 和	词频:2
词:中 迷失方向	词频:2
词:尽管 忌妒	词频:2
词:个 魔鬼	词频:2
词:它 一方面	词频:2
词:是 英雄式	词频:2
词:在 茫茫	词频:2
词:茫茫 黑夜	词频:2
词:黑夜 中	词频:2
词:中 艰苦	词频:2
词:艰苦 跋涉	词频:2
词:跋涉 者	词频:2
词:那些 走向	词频:2
词:走向 更好	词频:2
词:的 安息	词频:2
词:安息 之	词频:2
词:甚或 死亡	词频:2
词:死亡 和	词频:2
词:和 毁灭	词频:2
词:毁灭 之处	词频:2
词:这 绝望	词频:2
词:之中 寻觅	词频:2
词:寻觅 出	词频:2
词:出 一条	词频:2
词:一条 正确	词频:2
词:象 开阔	词频:2
词:视野 一样	词频:2
词:的 心胸	词频:2
词:学会 超越自我	词频:2
词:因而 获得	词频:2
词:负罪感 说	词频:2
词:到 负罪感	词频:2
词:在 第一章	词频:2
词:第一章 中作	词频:2
词:一些 片断	词频:2
词:片断 性	词频:2
词:不过 现在	词频:2
词:是 成年人	词频:2
词:成年人 生活	词频:2
词:潜在 心理	词频:2
词:心理 原因	词频:2
词:动理 说	词频:2
词:现代 心理学家	词频:2
词:心理学家 会	词频:2
词:会 予以	词频:2
词:予以 接受	词频:2
词:在 新教徒	词频:2
词:新教徒 看来	词频:2
词:每当 个人	词频:2
词:个人 受到	词频:2
词:诱惑 作出	词频:2
词:行为 时	词频:2
词:良心 便会	词频:2
词:便会 萌发	词频:2
词:萌发 出来	词频:2
词:他 犯下	词频:2
词:犯下 这一	词频:2
词:这一 罪过	词频:2
词:罪过 之后	词频:2
词:可能 经历	词频:2
词:经历 两种	词频:2
词:两种 痛苦	词频:2
词:叫作 后悔	词频:2
词:叫作 停悔	词频:2
词:许多 已经	词频:2
词:已经 不再	词频:2
词:不再 信教	词频:2
词:信教 的	词频:2
词:仍然 继续	词频:2
词:继续 接受	词频:2
词:那些 多少	词频:2
词:有些 变化	词频:2
词:部分 由于	词频:2
词:则 起	词频:2
词:不仅 非正统	词频:2
词:非正统 的	词频:2
词:人 拒绝接受	词频:2
词:拒绝接受 旧	词频:2
词:许多 自诩	词频:2
词:自诩 为	词频:2
词:为 正统	词频:2
词:了 同样	词频:2
词:良心 不再	词频:2
词:是 神秘	词频:2
词:神秘 了	词频:2
词:它 神秘	词频:2
词:所以 还	词频:2
词:可以 称	词频:2
词:称 它	词频:2
词:在 世界各地	词频:2
词:范围 来看	词频:2
词:和 各地	词频:2
词:部落 习俗	词频:2
词:习俗 是	词频:2
词:是 相一致	词频:2
词:良心 刺激	词频:2
词:刺激 他时	词频:2
词:实际 究竟	词频:2
词:究竟 会	词频:2
词:情况 呢	词频:2
词:一词 包含	词频:2
词:着 好几层	词频:2
词:好几层 不同	词频:2
词:含义 就是指	词频:2
词:就是指 担心	词频:2
词:担心 被	词频:2
词:你 呢	词频:2
词:相信 过	词频:2
词:完全 光明磊落	词频:2
词:光明磊落 的	词频:2
词:你 如果	词频:2
词:如果 问问	词频:2
词:问问 别人	词频:2
词:你 问	词频:2
词:的 这人	词频:2
词:这人 有些	词频:2
词:有些 事	词频:2
词:事 一旦	词频:2
词:发现 就	词频:2
词:在 马上	词频:2
词:马上 有	词频:2
词:就 忏悔	词频:2
词:忏悔 自己	词频:2
词:做法 也	词频:2
词:适用 干	词频:2
词:干 那些	词频:2
词:那些 惯犯	词频:2
词:把 坐牢	词频:2
词:坐牢 看作	词频:2
词:看作 必不可少	词频:2
词:职业 冒险	词频:2
词:对 受	词频:2
词:的 初犯	词频:2
词:初犯 都	词频:2
词:是 适用	词频:2
词:例如 一位	词频:2
词:一阵 紧张	词频:2
词:紧张 矛盾	词频:2
词:中 贪污	词频:2
词:贪污 的	词频:2
词:的 银行	词频:2
词:银行 经理	词频:2
词:或 一位	词频:2
词:在 激情	词频:2
词:驱使 下	词频:2
词:下 作出	词频:2
词:了 越轨行为	词频:2
